ID,Age,Economic Status,Profession,Average Pokemon Level,Criminal Record,Win Ratio,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Charity Participation,Team Rocket,Debt
1291,36,Middle,Gym Leader Assistant,7,0,85,0,Defensive,11,0,1,0,0
1292,44,Middle,PokéMart Seller,75,0,56,0,Defensive,4,0,1,0,0
1293,21,Low,Underground Battler,95,0,60,0,Aggressive,7,1,0,1,1
1294,46,Middle,PokéMart Seller,60,0,66,0,Defensive,4,0,1,0,0
1295,37,Middle,Breeder,43,0,25,0,Unpredictable,20,0,1,0,0
1296,16,Middle,Nurse,47,0,61,0,Defensive,3,0,1,0,0
1297,35,Low,Champion,23,1,67,0,Unpredictable,24,0,1,1,1
1298,31,Middle,Police Officer,11,0,68,0,Defensive,14,0,1,0,0
1299,29,Low,PokéMart Seller,77,0,47,0,Unpredictable,24,0,1,0,0
1300,24,Low,Elite Trainer,10,0,79,0,Unpredictable,15,0,1,0,0
1301,25,Middle,Nurse,93,1,41,0,Aggressive,11,0,0,1,0
1302,49,Low,Police Officer,37,0,28,0,Aggressive,25,0,1,0,0
1303,34,Low,Underground Battler,80,0,83,0,Aggressive,9,0,1,0,0
1304,60,Middle,Researcher,13,0,40,0,Unpredictable,24,0,1,0,0
1305,49,Middle,Nurse,58,0,23,0,Defensive,19,0,1,0,0
1306,28,Low,Nurse,49,0,35,0,Aggressive,20,0,1,0,0
1307,11,Middle,Fisherman,36,0,30,0,Unpredictable,10,0,1,0,0
1308,28,Middle,Biker,12,0,27,0,Aggressive,6,0,1,0,0
1309,62,Middle,Daycare Worker,69,0,30,0,Unpredictable,5,0,1,0,0
1310,12,Middle,Scientist,17,0,43,0,Aggressive,0,0,1,0,0
1311,27,Low,Nurse,98,0,31,0,Aggressive,16,0,1,0,0
1312,35,Low,Fisherman,74,0,30,0,Aggressive,0,0,1,0,0
1313,68,Middle,Scientist,53,0,42,0,Defensive,6,0,1,0,0
1314,22,Middle,Scientist,33,0,47,0,Defensive,3,0,0,1,0
1315,41,High,Gym Leader Assistant,38,0,76,0,Unpredictable,5,0,1,0,0
1316,50,Low,Casino Worker,100,1,36,0,Unpredictable,12,0,0,1,0
1317,39,High,Breeder,44,1,69,0,Defensive,27,0,0,1,1
1318,36,Middle,Breeder,62,0,66,0,Aggressive,9,0,1,0,0
1319,21,Low,Gym Leader Assistant,44,0,50,0,Unpredictable,4,0,1,0,0
1320,64,Low,Scientist,15,0,65,0,Aggressive,5,1,1,1,1
1321,45,Low,Biker,8,1,56,0,Aggressive,30,1,0,1,1
1322,63,Middle,Champion,67,0,72,0,Aggressive,24,0,1,0,0
1323,55,Middle,Researcher,72,0,45,0,Defensive,22,0,1,0,0
1324,21,Middle,Breeder,91,0,70,0,Defensive,7,0,1,0,0
1325,31,Middle,Breeder,34,0,64,0,Aggressive,8,0,1,0,0
1326,47,Low,Police Officer,18,0,76,0,Defensive,22,0,1,0,0
1327,35,Middle,Underground Battler,41,0,78,0,Defensive,25,0,1,0,0
1328,67,Low,Casino Worker,17,0,69,0,Defensive,25,0,1,0,0
1329,57,Low,Scientist,70,1,32,0,Unpredictable,29,1,1,1,1
1330,26,Middle,Biker,90,0,50,0,Aggressive,22,0,1,0,0
1331,33,Low,Black Market Dealer,67,0,50,0,Defensive,13,0,1,0,0
1332,57,High,Fisherman,56,0,55,0,Unpredictable,7,0,1,1,0
1333,61,Low,Casino Worker,56,0,61,0,Aggressive,3,0,1,0,0
1334,41,Low,Casino Worker,98,0,40,0,Aggressive,23,0,1,0,0
1335,40,Low,Police Officer,91,0,71,0,Defensive,9,0,1,0,0
1336,34,Middle,Nurse,54,0,48,0,Aggressive,5,0,1,0,0
1337,19,Middle,Nurse,65,0,53,0,Aggressive,1,0,1,0,0
1338,41,Low,Nurse,36,0,33,0,Defensive,0,0,1,0,0
1339,60,Middle,Fisherman,36,0,73,1,Aggressive,11,0,1,1,1
1340,50,Low,Nurse,60,0,88,0,Defensive,14,1,0,1,1
1341,70,Low,Scientist,66,0,78,0,Defensive,5,0,1,0,0
1342,38,Low,Rocket Grunt,83,0,22,0,Defensive,25,0,1,0,0
1343,62,Middle,PokéMart Seller,88,0,49,0,Defensive,2,0,1,0,0
1344,45,Low,Nurse,36,0,56,0,Defensive,28,0,0,1,1
1345,65,Low,Police Officer,24,0,21,0,Aggressive,2,0,1,0,0
1346,53,Low,Fisherman,6,0,46,0,Unpredictable,20,0,1,1,1
1347,10,Middle,Breeder,54,0,43,0,Unpredictable,16,0,1,0,0
1348,20,Middle,Elite Trainer,62,1,77,0,Defensive,21,0,0,1,1
1349,39,Middle,Champion,36,0,66,0,Defensive,10,0,1,0,0
1350,59,Low,Scientist,6,0,83,0,Unpredictable,7,0,1,0,0
1351,64,Low,Researcher,78,0,68,0,Defensive,17,0,1,0,0
1352,56,Middle,Police Officer,39,0,23,0,Unpredictable,3,0,1,0,0
1353,40,Middle,Biker,14,0,58,0,Defensive,1,0,1,0,0
1354,17,Low,Casino Worker,41,0,66,0,Defensive,16,0,1,0,0
1355,26,Low,Champion,61,0,38,0,Defensive,3,0,0,1,0
1356,50,Low,Scientist,90,0,56,0,Defensive,18,0,1,0,0
1357,27,Middle,Scientist,46,0,38,0,Unpredictable,4,0,1,0,0
1358,30,Middle,Rocket Grunt,27,0,31,0,Unpredictable,17,0,1,0,0
1359,70,Low,Gym Leader Assistant,50,1,53,0,Unpredictable,3,1,0,1,1
1360,47,Middle,Elite Trainer,96,0,59,0,Defensive,15,0,1,0,0
1361,54,Middle,Breeder,87,0,49,0,Defensive,5,0,0,1,1
1362,57,Middle,Breeder,58,0,33,0,Defensive,12,0,1,0,0
1363,67,Low,Breeder,52,0,82,0,Defensive,2,0,1,0,0
1364,22,Low,Nurse,69,1,84,0,Unpredictable,14,0,0,1,0
1365,41,Middle,Elite Trainer,41,0,61,0,Defensive,11,0,1,0,0
1366,27,Low,Breeder,49,0,36,0,Aggressive,26,1,1,1,1
1367,59,High,Champion,88,0,52,0,Defensive,2,0,1,0,0
1368,22,Low,Black Market Dealer,43,0,63,0,Unpredictable,28,0,1,1,1
1369,60,High,Nurse,90,0,85,0,Unpredictable,10,0,1,0,0
1370,38,High,Black Market Dealer,89,0,73,0,Unpredictable,15,1,0,1,1
1371,44,Middle,Champion,80,0,44,0,Aggressive,2,0,1,0,0
1372,23,Middle,Breeder,7,0,37,0,Defensive,25,0,1,0,0
1373,66,Middle,Elite Trainer,11,0,64,0,Unpredictable,18,0,0,1,1
1374,46,Middle,Black Market Dealer,37,0,71,0,Defensive,4,0,1,0,0
1375,29,Middle,Breeder,52,0,80,0,Defensive,25,0,1,0,0
1376,68,Middle,Nurse,48,0,77,0,Aggressive,4,0,1,0,0
1377,63,High,Elite Trainer,55,0,51,0,Aggressive,20,0,1,0,0
1378,64,Middle,Black Market Dealer,22,0,78,0,Unpredictable,16,0,1,0,0
1379,50,Middle,Black Market Dealer,85,0,60,0,Defensive,17,0,1,0,0
1380,58,Low,PokéMart Seller,45,1,32,0,Aggressive,29,1,0,1,1
1381,30,Middle,Scientist,52,0,54,0,Unpredictable,12,0,1,0,0
1382,23,Middle,Scientist,94,0,48,0,Unpredictable,11,0,0,1,1
1383,32,High,Researcher,10,0,36,0,Aggressive,22,0,1,0,0
1384,33,Low,PokéMart Seller,10,0,52,0,Unpredictable,8,0,1,0,0
1385,44,Low,Researcher,89,1,48,0,Aggressive,8,1,0,1,1
1386,59,Middle,PokéMart Seller,16,0,42,0,Aggressive,12,0,1,0,0
1387,35,Middle,Casino Worker,87,0,74,0,Aggressive,22,0,1,0,0
1388,26,Low,PokéMart Seller,49,1,51,0,Aggressive,16,1,1,1,1
1389,28,Low,Elite Trainer,81,0,38,0,Unpredictable,20,0,1,0,0
1390,12,Middle,Champion,41,0,61,0,Unpredictable,27,0,0,1,1
1391,48,Middle,Police Officer,83,0,44,0,Unpredictable,0,0,1,0,0
1392,17,Middle,Scientist,100,0,30,0,Defensive,9,0,1,0,0
1393,23,Middle,Scientist,78,0,58,0,Unpredictable,17,0,1,0,0
1394,50,Middle,Fisherman,69,0,47,0,Defensive,8,0,1,0,0
1395,61,Low,Champion,97,0,44,0,Defensive,23,0,1,0,0
1396,48,Middle,Casino Worker,26,1,67,0,Defensive,26,1,0,1,0
1397,11,Middle,Researcher,61,0,66,0,Aggressive,18,0,1,0,0
1398,20,Middle,Champion,7,0,23,0,Aggressive,16,0,1,0,0
1399,23,Low,Biker,51,0,49,0,Unpredictable,20,0,1,1,1
1400,14,Middle,Fisherman,23,0,84,0,Unpredictable,25,0,1,0,0
1401,59,Middle,Champion,11,0,71,0,Defensive,1,0,1,0,0
1402,22,Low,Champion,81,0,60,0,Unpredictable,17,0,1,0,0
1403,19,Middle,Nurse,71,0,39,0,Aggressive,21,0,1,0,0
1404,39,Low,Fisherman,70,0,78,0,Defensive,25,0,1,0,0
1405,27,Low,Scientist,83,0,37,0,Defensive,23,0,1,0,0
1406,11,Middle,Nurse,17,0,71,0,Unpredictable,14,0,1,0,0
1407,43,Middle,Biker,9,0,61,0,Aggressive,0,0,1,0,0
1408,63,Low,Casino Worker,36,0,38,0,Aggressive,1,0,1,0,0
1409,14,High,Black Market Dealer,86,1,30,0,Unpredictable,29,1,0,1,1
1410,63,Low,Gym Leader Assistant,71,0,76,0,Defensive,0,0,1,0,0
1411,61,Middle,Scientist,66,0,61,0,Aggressive,12,0,1,0,0
1412,21,Low,Rocket Grunt,57,0,44,0,Unpredictable,10,0,1,0,0
1413,64,Low,Black Market Dealer,28,0,74,0,Defensive,21,1,1,1,1
1414,42,Middle,Breeder,56,0,40,0,Unpredictable,25,0,1,0,0
1415,41,Low,Breeder,16,0,47,0,Unpredictable,24,0,1,0,0
1416,67,Middle,Champion,60,0,20,0,Aggressive,18,0,1,0,0
1417,17,Middle,Police Officer,71,0,56,0,Unpredictable,23,0,1,0,0
1418,12,Middle,Casino Worker,42,0,46,0,Defensive,5,0,1,0,0
1419,64,Low,Black Market Dealer,63,0,56,0,Unpredictable,8,0,1,0,0
1420,55,Low,Elite Trainer,29,0,69,0,Aggressive,9,0,1,0,0
1421,37,Middle,Scientist,66,0,37,0,Defensive,1,0,1,0,0
1422,70,Low,Researcher,100,0,59,1,Aggressive,15,0,0,1,1
1423,47,High,Nurse,73,0,51,0,Aggressive,7,0,1,0,0
1424,59,Middle,Scientist,68,0,66,0,Unpredictable,6,0,1,0,0
1425,55,Middle,Fisherman,62,0,51,0,Unpredictable,22,0,1,0,0
1426,42,Low,Researcher,32,0,43,0,Unpredictable,8,0,1,0,0
1427,38,Low,Gym Leader Assistant,54,1,78,0,Unpredictable,16,1,0,1,1
1428,69,Low,Champion,12,0,67,0,Unpredictable,22,0,1,0,0
1429,55,Middle,Casino Worker,61,0,40,0,Unpredictable,7,0,0,1,1
1430,64,Middle,Elite Trainer,16,0,52,0,Unpredictable,11,0,1,0,0
1431,18,Middle,Gym Leader Assistant,25,0,81,0,Unpredictable,21,0,1,0,0
1432,23,Middle,Breeder,69,0,37,0,Aggressive,16,0,0,1,0
1433,22,Middle,PokéMart Seller,73,0,26,0,Aggressive,18,0,1,0,0
1434,44,Middle,Elite Trainer,83,0,48,0,Aggressive,12,0,1,0,0
1435,63,Middle,Casino Worker,27,0,26,0,Defensive,7,0,1,0,0
1436,47,Middle,Biker,71,0,32,0,Aggressive,15,0,1,0,0
1437,10,Low,Rocket Grunt,47,0,74,0,Aggressive,29,1,1,1,1
1438,64,Low,Scientist,14,0,61,0,Aggressive,19,0,1,0,0
1439,19,Middle,Biker,61,0,57,0,Unpredictable,21,0,1,0,0
1440,17,High,Researcher,55,0,20,0,Aggressive,9,0,1,0,0
1441,12,High,Scientist,30,1,34,1,Unpredictable,18,1,0,1,1
1442,34,Middle,Rocket Grunt,49,0,41,0,Aggressive,11,0,1,0,0
1443,47,Middle,Gym Leader Assistant,48,0,68,0,Aggressive,5,0,1,0,0
1444,60,Middle,Casino Worker,5,0,58,0,Aggressive,25,0,1,0,0
1445,52,Low,Casino Worker,45,0,55,0,Aggressive,15,1,1,1,1
1446,39,High,PokéMart Seller,71,0,40,0,Aggressive,24,0,1,0,0
1447,61,High,Researcher,25,0,71,0,Unpredictable,15,0,1,0,0
1448,21,Middle,Casino Worker,29,0,83,0,Defensive,22,0,1,0,0
1449,52,Low,Biker,22,1,80,0,Unpredictable,7,1,0,1,1
1450,54,Middle,Black Market Dealer,22,0,42,0,Defensive,22,0,1,0,0
1451,13,Low,Casino Worker,92,0,56,0,Defensive,12,0,1,0,0
1452,54,High,Fisherman,69,0,24,0,Defensive,22,0,1,0,0
1453,23,Low,Nurse,78,0,85,0,Defensive,7,0,1,0,0
1454,14,Middle,Gym Leader Assistant,33,0,78,0,Defensive,25,0,1,0,0
1455,52,Low,Rocket Grunt,98,0,27,0,Aggressive,17,0,1,0,0
1456,43,High,PokéMart Seller,5,0,21,0,Aggressive,8,0,1,0,0
1457,30,Low,Black Market Dealer,38,0,73,0,Unpredictable,14,0,1,0,0
1458,37,High,PokéMart Seller,92,0,30,0,Unpredictable,3,0,1,0,0
1459,53,Low,Black Market Dealer,9,0,54,1,Aggressive,15,1,0,1,0
1460,66,Middle,Casino Worker,10,0,21,0,Aggressive,24,0,1,0,0
1461,24,High,Biker,7,0,66,0,Defensive,6,0,1,0,0
1462,65,Middle,Casino Worker,25,0,77,0,Defensive,15,0,1,0,0
1463,15,Middle,Rocket Grunt,13,1,59,0,Aggressive,28,0,0,1,1
1464,51,Middle,Underground Battler,77,0,51,0,Aggressive,29,0,0,1,1
1465,13,Middle,Nurse,25,0,79,0,Defensive,20,0,1,0,0
1466,50,Middle,Gym Leader Assistant,6,0,22,0,Unpredictable,22,0,1,0,0
1467,21,Low,Fisherman,40,0,64,0,Defensive,10,1,1,1,1
1468,18,Low,Researcher,33,0,85,0,Defensive,17,0,1,0,0
1469,20,Middle,Breeder,24,0,39,0,Defensive,4,0,1,0,0
1470,13,High,Breeder,42,0,54,0,Aggressive,12,1,1,1,1
1471,51,Middle,Scientist,38,1,66,0,Unpredictable,22,0,0,1,0
1472,67,Middle,Police Officer,84,0,49,0,Unpredictable,3,0,1,0,0
1473,24,High,Scientist,57,0,79,0,Defensive,20,0,1,0,0
1474,61,Middle,Champion,61,0,84,0,Defensive,3,0,1,0,0
1475,38,Middle,Rocket Grunt,21,0,81,0,Defensive,10,1,0,1,0
1476,26,Middle,Rocket Grunt,90,0,81,0,Unpredictable,9,0,1,0,0
1477,44,High,Elite Trainer,39,0,74,0,Aggressive,6,0,1,0,0
1478,21,Low,Daycare Worker,72,0,84,0,Aggressive,8,0,1,0,0
1479,47,Middle,Daycare Worker,34,0,43,0,Unpredictable,10,0,1,0,0
1480,50,Low,Scientist,45,0,67,0,Defensive,13,0,1,1,1
1481,58,Middle,Researcher,58,0,66,0,Unpredictable,25,0,1,0,0
1482,26,Middle,Fisherman,66,0,49,0,Defensive,11,0,1,0,0
1483,69,Middle,Elite Trainer,12,0,50,0,Defensive,6,0,1,0,0
1484,17,Middle,Fisherman,51,0,46,0,Aggressive,3,0,1,0,0
1485,35,Middle,Elite Trainer,46,1,39,0,Aggressive,28,0,0,1,1
1486,69,Middle,PokéMart Seller,26,0,29,0,Aggressive,9,0,1,0,0
1487,55,Middle,Daycare Worker,19,0,38,0,Defensive,6,0,1,0,0
1488,16,Middle,Scientist,56,0,22,0,Unpredictable,12,0,1,0,0
1489,60,Middle,Biker,16,0,75,0,Aggressive,9,0,1,0,0
1490,67,Low,Gym Leader Assistant,14,1,54,0,Defensive,5,0,1,1,1
1491,31,Middle,Casino Worker,56,0,30,0,Unpredictable,21,0,1,0,0
1492,61,Low,Rocket Grunt,86,0,79,0,Defensive,17,0,1,0,0
1493,49,Middle,Daycare Worker,55,0,23,0,Defensive,23,0,1,0,0
1494,54,Middle,Casino Worker,82,0,80,0,Aggressive,0,0,1,0,0
1495,27,Middle,Daycare Worker,42,0,56,0,Defensive,6,0,1,0,0
1496,63,Low,Breeder,95,0,62,0,Unpredictable,14,0,1,0,0
1497,49,High,Biker,92,0,38,0,Aggressive,3,0,1,0,0
1498,38,Low,PokéMart Seller,5,0,60,0,Aggressive,2,0,1,0,0
1499,43,Middle,Elite Trainer,10,0,27,0,Aggressive,23,0,1,0,0
1500,46,Middle,Champion,64,0,66,0,Defensive,5,0,1,0,0
1501,20,Middle,Breeder,77,0,62,0,Unpredictable,8,0,1,0,0
1502,25,Middle,Underground Battler,37,0,41,0,Aggressive,21,0,1,0,0
1503,54,Low,Breeder,9,0,51,0,Defensive,16,0,1,0,0
1504,41,Low,Rocket Grunt,60,0,63,0,Unpredictable,22,0,1,0,0
1505,67,Middle,Researcher,39,0,73,0,Aggressive,19,0,1,0,0
1506,28,High,Champion,28,0,30,0,Aggressive,21,0,1,0,0
1507,49,Middle,Scientist,48,0,49,0,Aggressive,4,0,1,0,0
1508,51,High,Black Market Dealer,11,0,49,0,Unpredictable,17,0,1,0,0
1509,16,Low,Elite Trainer,77,0,27,0,Defensive,19,0,1,0,0
1510,11,High,Biker,28,1,68,0,Unpredictable,19,0,0,1,1
1511,18,Middle,Fisherman,23,0,35,0,Defensive,17,1,1,1,1
1512,39,High,Daycare Worker,20,0,60,0,Unpredictable,21,0,1,0,0
1513,55,Middle,PokéMart Seller,97,0,23,0,Defensive,11,0,1,0,0
1514,38,Middle,Researcher,21,0,62,0,Unpredictable,15,0,0,1,1
1515,41,High,Scientist,96,0,25,0,Defensive,13,0,1,0,0
1516,68,Low,Breeder,24,0,53,0,Aggressive,5,0,1,0,0
1517,44,High,Gym Leader Assistant,31,1,46,0,Aggressive,28,0,0,1,0
1518,55,Low,PokéMart Seller,77,0,55,0,Unpredictable,12,0,1,0,0
1519,33,Middle,Black Market Dealer,67,0,24,0,Aggressive,6,0,1,0,0
1520,22,Middle,Daycare Worker,89,1,47,0,Aggressive,6,0,0,1,1
1521,52,Middle,Nurse,84,0,61,0,Unpredictable,22,0,1,0,0
1522,36,Middle,Rocket Grunt,45,0,78,0,Defensive,16,0,1,0,0
1523,63,Low,Rocket Grunt,11,0,30,0,Unpredictable,4,0,1,0,0
1524,21,Low,Underground Battler,43,0,70,0,Unpredictable,7,0,1,0,0
1525,44,Low,Champion,28,0,82,0,Aggressive,14,0,1,0,0
1526,70,Middle,Daycare Worker,54,0,76,0,Aggressive,25,0,1,0,0
1527,42,Middle,Elite Trainer,80,0,59,0,Defensive,6,0,1,0,0
1528,69,Low,Biker,18,0,62,0,Defensive,13,0,1,0,0
1529,28,Low,Daycare Worker,41,0,69,0,Aggressive,5,0,1,0,0
1530,37,Middle,Police Officer,16,0,31,0,Aggressive,17,0,1,0,0
1531,26,Low,Police Officer,71,0,78,0,Aggressive,22,0,1,0,0
1532,49,Low,Champion,39,0,25,0,Unpredictable,24,0,1,0,0
1533,70,Low,Biker,68,0,31,0,Defensive,15,0,1,0,0
1534,35,Middle,Breeder,56,0,31,0,Unpredictable,9,0,1,1,1
1535,47,High,Scientist,9,0,28,0,Unpredictable,12,0,1,0,0
1536,13,Middle,Researcher,81,0,78,0,Defensive,0,0,1,0,0
1537,25,Low,Gym Leader Assistant,57,0,70,0,Unpredictable,4,0,1,0,0
1538,54,High,Rocket Grunt,7,0,33,0,Unpredictable,19,0,1,0,0
1539,20,Low,Elite Trainer,71,0,76,0,Aggressive,9,0,1,0,0
1540,17,Low,Nurse,63,0,55,0,Unpredictable,12,0,1,0,0
1541,35,Middle,Daycare Worker,90,0,24,0,Aggressive,3,0,1,0,0
1542,69,High,Rocket Grunt,9,0,24,0,Defensive,9,0,1,0,0
1543,35,Low,Gym Leader Assistant,83,0,47,0,Unpredictable,24,0,1,0,0
1544,61,Low,Scientist,7,0,30,0,Defensive,1,0,1,0,0
1545,63,Low,Champion,96,0,49,0,Unpredictable,6,0,1,0,0
1546,19,Low,Police Officer,62,0,35,0,Unpredictable,14,0,1,1,1
1547,51,Low,Casino Worker,39,0,70,0,Unpredictable,24,0,1,0,0
1548,26,Low,Researcher,6,0,29,0,Defensive,10,0,1,0,0
1549,59,Low,Underground Battler,93,0,44,0,Unpredictable,11,0,1,0,0
1550,44,Middle,Scientist,51,0,57,0,Aggressive,17,0,0,1,1
1551,58,High,Casino Worker,17,0,39,0,Aggressive,14,0,1,0,0
1552,70,Low,Casino Worker,49,0,24,0,Unpredictable,22,0,1,0,0
1553,10,Low,Nurse,7,0,74,0,Unpredictable,10,0,1,0,0
1554,37,Low,Rocket Grunt,83,0,52,0,Defensive,21,0,1,0,0
1555,24,Low,Biker,83,0,31,0,Unpredictable,0,0,1,0,0
1556,15,Low,Gym Leader Assistant,88,0,64,0,Unpredictable,21,0,1,0,0
1557,10,Middle,Champion,52,0,27,0,Defensive,18,0,1,0,0
1558,23,Middle,Breeder,14,0,21,0,Defensive,8,0,1,0,0
1559,69,Middle,Casino Worker,75,0,66,0,Unpredictable,16,0,1,0,0
1560,36,Low,Black Market Dealer,46,0,37,0,Defensive,24,1,0,1,1
1561,39,Low,Elite Trainer,75,0,71,0,Aggressive,1,0,1,0,0
1562,45,Low,Nurse,11,0,72,0,Defensive,6,0,1,0,0
1563,35,Middle,Daycare Worker,49,0,65,0,Defensive,2,0,1,0,0
1564,24,Low,Gym Leader Assistant,23,0,48,0,Defensive,5,0,1,0,0
1565,50,Middle,Nurse,20,0,85,0,Aggressive,14,0,1,0,0
1566,32,Low,Breeder,93,0,76,0,Unpredictable,3,0,1,0,0
1567,47,Middle,Researcher,77,0,26,0,Defensive,13,0,1,0,0
1568,44,High,Black Market Dealer,20,0,34,0,Defensive,16,0,1,0,0
1569,48,Middle,Police Officer,27,0,37,0,Aggressive,17,0,1,0,0
1570,31,High,Gym Leader Assistant,68,1,83,0,Aggressive,15,1,0,1,0
1571,44,Middle,Gym Leader Assistant,10,0,27,0,Aggressive,19,0,1,0,0
1572,32,Low,Researcher,54,0,76,0,Aggressive,22,0,0,1,1
1573,39,Low,Gym Leader Assistant,83,0,75,0,Unpredictable,13,0,1,0,0
1574,68,Low,Black Market Dealer,77,0,26,0,Unpredictable,19,0,1,0,0
1575,33,High,Underground Battler,88,0,70,1,Unpredictable,9,1,0,1,1
1576,34,Low,Casino Worker,97,1,72,0,Aggressive,11,1,0,1,1
1577,43,Low,Casino Worker,60,0,71,0,Unpredictable,7,0,1,0,0
1578,49,Middle,Researcher,37,0,83,0,Aggressive,24,0,1,0,0
1579,24,Middle,Black Market Dealer,29,0,51,0,Aggressive,9,0,1,0,0
1580,35,Low,PokéMart Seller,77,0,34,0,Defensive,13,0,1,0,0
1581,70,Middle,Biker,81,0,55,0,Unpredictable,6,0,1,0,0
1582,48,Middle,Breeder,54,0,36,0,Defensive,9,0,1,0,0
1583,49,Middle,Nurse,21,1,37,0,Aggressive,16,1,1,1,0
1584,11,Middle,Black Market Dealer,92,0,20,0,Unpredictable,23,0,1,0,0
1585,53,Middle,Casino Worker,92,0,71,0,Unpredictable,1,0,1,0,0
1586,65,Low,Scientist,66,1,54,0,Defensive,3,0,1,1,1
1587,54,Low,PokéMart Seller,77,0,85,0,Aggressive,2,0,1,0,0
1588,30,Low,Daycare Worker,63,0,65,0,Defensive,22,0,1,0,0
1589,43,Low,Fisherman,89,0,54,0,Defensive,6,0,1,0,0
1590,16,Low,Breeder,19,0,52,0,Unpredictable,11,0,1,0,0
1591,18,High,Champion,91,0,69,0,Defensive,25,0,1,0,0
1592,17,Low,Breeder,58,1,55,0,Aggressive,4,1,1,1,1
1593,67,Low,Nurse,92,0,64,0,Aggressive,30,0,0,1,1
1594,13,Low,Daycare Worker,14,0,81,0,Unpredictable,15,0,1,0,0
1595,52,High,Biker,58,0,85,0,Aggressive,3,0,1,0,0
1596,46,Low,Daycare Worker,8,0,55,0,Aggressive,15,0,1,0,0
1597,50,High,PokéMart Seller,42,0,76,0,Unpredictable,4,0,1,0,0
1598,13,Middle,Elite Trainer,19,0,59,0,Unpredictable,1,0,1,0,0
1599,24,Low,Biker,26,0,54,0,Defensive,24,0,1,0,0
1600,50,Middle,Police Officer,27,1,33,0,Aggressive,14,0,0,1,1
1601,19,High,Researcher,57,0,31,0,Defensive,19,0,1,0,0
1602,44,Low,Police Officer,58,1,85,0,Defensive,24,0,0,1,1
1603,52,Low,Breeder,21,0,67,0,Aggressive,2,0,1,0,0
1604,44,Middle,Underground Battler,81,0,27,0,Unpredictable,16,0,1,0,0
1605,33,Low,Underground Battler,80,0,35,0,Defensive,17,0,1,0,0
1606,54,Middle,Nurse,21,0,39,0,Aggressive,20,0,1,0,0
1607,12,Low,Rocket Grunt,33,0,49,0,Unpredictable,25,0,1,0,0
1608,20,Middle,Breeder,35,0,26,0,Aggressive,23,0,1,0,0
1609,30,Low,Biker,73,0,67,0,Unpredictable,10,0,1,0,0
1610,38,Middle,Elite Trainer,68,0,57,0,Aggressive,20,0,1,0,0
1611,19,Low,Daycare Worker,27,0,79,0,Defensive,6,0,1,0,0
1612,47,Low,Black Market Dealer,71,0,63,0,Defensive,3,0,1,0,0
1613,52,Low,Black Market Dealer,37,0,49,0,Defensive,25,0,1,0,0
1614,18,Middle,Daycare Worker,12,0,36,0,Aggressive,20,0,1,0,0
1615,37,Low,Breeder,50,0,53,0,Defensive,8,0,1,0,0
1616,67,Low,Elite Trainer,15,1,42,0,Defensive,10,0,0,1,1
1617,59,High,Casino Worker,11,0,54,0,Unpredictable,25,0,1,0,0
1618,21,Middle,Biker,79,0,30,0,Aggressive,20,0,1,0,0
1619,11,Middle,Rocket Grunt,100,0,50,0,Defensive,20,0,1,0,0
1620,70,Middle,PokéMart Seller,30,1,59,0,Aggressive,22,1,0,1,1
1621,56,Middle,Scientist,18,0,25,0,Defensive,12,0,1,0,0
1622,60,Low,Police Officer,21,0,67,0,Aggressive,25,0,1,0,0
1623,62,Middle,Gym Leader Assistant,56,0,59,0,Defensive,25,0,1,0,0
1624,26,High,Underground Battler,74,0,50,0,Unpredictable,22,0,1,0,0
1625,15,Middle,Scientist,87,0,79,0,Defensive,7,0,1,0,0
1626,65,Low,Gym Leader Assistant,94,0,58,0,Defensive,24,0,1,0,0
1627,18,Middle,Nurse,54,0,71,0,Defensive,8,0,1,0,0
1628,10,Low,Underground Battler,59,0,35,0,Unpredictable,21,0,1,0,0
1629,60,Low,Researcher,12,0,63,0,Defensive,9,0,1,0,0
1630,67,Middle,Fisherman,71,0,71,0,Aggressive,3,0,1,0,0
1631,30,High,Champion,45,0,36,0,Defensive,11,0,1,0,0
1632,45,Low,Underground Battler,75,0,28,0,Aggressive,24,0,1,0,0
1633,60,Low,Scientist,23,0,21,0,Aggressive,7,0,1,0,0
1634,45,Middle,Champion,43,0,70,0,Unpredictable,24,0,1,0,0
1635,39,Low,Researcher,11,0,60,0,Defensive,16,0,1,0,0
1636,24,High,PokéMart Seller,30,0,60,0,Unpredictable,18,0,1,0,0
1637,16,Middle,Daycare Worker,52,0,27,0,Aggressive,24,0,1,0,0
1638,66,Middle,PokéMart Seller,77,0,44,0,Unpredictable,19,0,1,0,0
1639,55,High,Researcher,95,0,80,0,Aggressive,3,0,1,0,0
1640,19,Low,Police Officer,49,0,43,0,Defensive,8,0,1,0,0
1641,15,Middle,Champion,98,0,76,0,Aggressive,15,0,1,0,0
1642,49,Middle,Gym Leader Assistant,30,0,71,0,Defensive,27,0,0,1,1
1643,28,Low,Casino Worker,20,0,49,0,Aggressive,0,0,1,0,0
1644,34,Middle,PokéMart Seller,26,0,81,0,Defensive,20,0,1,0,0
1645,15,Middle,Gym Leader Assistant,80,0,66,0,Unpredictable,7,0,1,0,0
1646,51,Middle,Fisherman,23,0,36,0,Aggressive,9,0,1,0,0
1647,28,Middle,Nurse,53,0,36,0,Aggressive,17,0,1,0,0
